CustCode	Name	Date of Birth	Postcode	Validuntil
C3790Bris	Robert Li	25/03/1971	4158	
C3794Bris	Juan Chaudhary	14/02/1962	4075	
C3795Bris	Mary Yuli	8/03/1998	4147	
C3798Bris	Paswindar Hong	29/04/1968	4155	
C379Bris	Sue Vass Chong	4/04/1976	4097	
C3800Bris	Hari Lai	28/07/1960	4150	
C3801Bris	Hengky Sehmbi	8/01/1984	4000	
C3803Bris	Bahiyah Yang	4/09/2000	4096	
C3806Bris	James Lok	23/12/1964	4008	
C3807Bris	Henry Francis	23/10/1991	4118	
C3808Bris	Nathan Anne	16/10/1995	4096	
C3809Bris	Bing Wai	1/03/1953	4106	
C3810Bris	Danni Wallace	2/02/1999	4056	
C3812Bris	Lilly Bertram	29/11/1954	4107	
C381Bris	Tianyi Heng Choi	6/05/1960	4063	
C3820Bris	Atlarelang Kai	22/11/1972	4129	
C3824Bris	Shu-Ket Esteban	5/12/1957	4147	
C3827Bris	Mingyu Hung	20/03/1997	4126	
C3828Bris	Fang Andres	10/10/1961	4149	
C3829Bris	Steven Vass	1/03/1999	4145	
C3830Bris	Jeremy La	27/06/1959	4005	
C3831Bris	Yongchao Wah	6/05/1979	4023	
C3832Bris	James Kearney	10/09/1997	4157	
C3833Bris	Yu-Jen Tan	9/11/1999	4004	
C3835Bris	Bryan Steven	29/12/1951	4071	
C3836Bris	Mithila Shin	2/05/1973	4036	
C3837Bris	Shaun Ong	29/03/1953	4006	
C3840Bris	Wing John	13/02/1958	4047	
C3843Bris	Chia Almihaidi	26/01/1983	4042	
C3847Bris	Fiona Tsun	17/06/1997	4031	
C3848Bris	Robert Marieta	18/02/1999	4014	
C384Bris	Bernadette Toh Chong	30/09/1958	4132	
C3851Bris	Hani John	12/08/1998	4135	
C3853Bris	Jiacheng Dobson	26/01/1981	4020	
C3854Bris	Patrick Chia	22/05/1959	4151	
C3856Bris	Tengteng Lian	22/04/1979	4142	
C3859Bris	Qorib Huu	5/02/1999	4154	
C385Bris	Po Kozhirbayev Chong	9/01/2000	4128	
C3860Bris	Justin Anne	24/08/1952	4114	
C3861Bris	Arnab Yewchenk	19/03/1967	4038	
C3862Bris	James Yeen	21/01/1955	4114	
C3863Bris	Paswindar Tapia	1/08/1999	4040	
C3865Bris	Anthony Ming	21/12/1953	4153	
C386Bris	Dong Cheong Chong	27/11/1973	4140	
C3873Bris	Wee Lyn	4/05/1970	4136	
C3877Bris	Nguyen Yin	19/11/1994	4090	
C387Bris	Jamie Shea Chong	25/09/1967	4016	
C3880Bris	Chon Clive	16/09/1990	4047	
C3881Bris	Penelope Li	8/06/1949	4008	
C3882Bris	Hani Martin	14/06/1987	4059	
C3883Bris	Pee Michael	21/11/1989	4058	
C3884Bris	Hans Chuang	14/11/1985	4070	
C3885Bris	Pearl Johnston	24/02/1953	4107	
C3886Bris	Chhayraksmey Kooy	4/01/1973	4108	
C3888Bris	Anna Leung	29/11/1955	4082	
C3889Bris	Mei Sun	30/03/1954	4070	
C388Bris	Hans Lin Chooi	31/01/1977	4036	
C3890Bris	Jason Sadarangani	6/01/1965	4007	
C3893Bris	Daniel William	11/04/1973	4149	
C3896Bris	Leo Sibbing	13/10/1958	4079	
C3900Bris	Yin Jorge	8/12/1998	4093	
C3901Bris	Chia Ahn	17/03/1963	4122	
C3904Bris	Jaratpon Dewi	12/10/1970	4129	
C3906Bris	Victoria Le	14/07/1959	4002	
C3907Bris	Nishant Mary	9/07/1985	4065	
C3909Bris	Hendry Peacock	18/10/1953	4040	
C390Bris	Ka-Lam Sheng-Chih Chong	4/07/1978	4037	
C3912Bris	Anastasios Lee	14/11/1951	4129	
C3913Bris	Suong Wijaya	12/02/1956	4032	
C3914Bris	Wai Clare	7/02/1970	4023	
C3915Bris	Anita Russell	11/03/1980	4061	
C3916Bris	Jiale Cameron	25/01/1957	4022	
C3918Bris	I-Jane John	9/10/2000	4133	
C3926Bris	Wing Rong	20/07/1989	4029	
C3930Bris	Arun Leong	25/09/1995	4141	
C3933Bris	Arun Li	10/10/1972	4122	
C3934Bris	Enamul Lee	29/03/1961	4135	
C3935Bris	Henrique Leung	31/03/1976	4094	
C3936Bris	Ashima Sophia	6/08/1998	4131	
C3937Bris	Tou W	2/09/1955	4149	
C3938Bris	Tony Kin	3/06/1959	4015	
C3939Bris	John Kuang-Fu	9/03/1968	4036	
C3941Bris	Joshua Gibson	2/06/1988	4089	
C3942Bris	Russell Francisco	18/12/1952	4070	
C3943Bris	Penelope Bromhead	19/08/1968	4037	
C3946Bris	Yin Cheah	14/06/1971	4073	
C3949Bris	Alvin Chintan	11/01/1951	4005	
C3953Bris	Karen Phaik	1/08/1998	4149	
C3954Bris	Stephanie Gordon	16/05/1955	4118	
C3957Bris	Liang Riadh	21/08/1992	4002	
C3959Bris	Penelope Chiu	13/11/1970	4108	
C3960Bris	Hannah Kumar	3/01/1969	4059	
C3962Bris	Meng Pui	24/04/1990	4143	
C3965Bris	Chuyang Zhou	20/03/1987	4107	
C3966Bris	Alex Ren	22/05/1990	4150	
C3967Bris	Ann Christopher	10/08/1953	4067	
C3968Bris	Anita Halim	24/03/1965	4129	
C3969Bris	Ashima Wilfrid	3/12/1989	4072	
C3971Bris	Tony Gabriel	3/05/1954	4025	
C3979Bris	Zeyu Xue	13/08/1976	4146	
C3983Bris	Jie Dean	2/09/1975	4038	
C3986Bris	Chong Toeng	13/05/1979	4051	
C3987Bris	Stefanus Yeh	13/12/1970	4139	
C3988Bris	Tony Tay	29/06/1997	4104	
C3989Bris	Cary Musa	6/04/1974	4050	
C398Bris	Chon Patricia Choong	27/10/1971	4026	
C3990Bris	Tseu Spiteri-Staines	1/12/1996	4047	
C3991Bris	Weijia Overell	2/06/1949	4008	
C3992Bris	Yuan Christopher	16/07/1978	4143	
C3994Bris	Fizzah Helen	7/11/1972	4113	
C3995Bris	Bei Alexander	5/11/1976	4102	
C3996Bris	David Lim	12/03/1997	4019	
C3999Bris	Ashley Chow	29/04/1978	4036	
C39Bris	Bei Chi Ang	6/12/1957	4008	
C3Bris	Muhamad Law Aggarwal	4/02/1955	4024	
C4002Bris	Yu Fernanda	20/02/1950	4124	
C4006Bris	Jaime Hei	7/08/1997	4097	
C4007Bris	Gabriela Gabriel	3/08/1963	4000	
C4010Bris	Anne Yoong	29/09/1992	4062	
C4012Bris	Stephen Phoa	26/11/1961	4090	
C4013Bris	Ross Maree	19/03/1981	4147	
C4015Bris	Daniel Suliman	7/04/1997	4049	
C4018Bris	Yicun Mohd	24/08/1983	4010	
C4019Bris	Julia Yin	20/12/1978	4045	
C4020Bris	Wang Fu	3/02/1953	4019	
C4021Bris	Haliyusswanee Shah	10/12/1952	4036	
C4022Bris	Vithusha Wong	24/01/1985	4058	
C4024Bris	Benny Yew	16/07/1964	4123	
C402Bris	Siobhan Lo Chris	25/12/1961	4122	
C4032Bris	Wing Louise	10/02/1979	4103	
C4036Bris	Matthew Leong	12/10/1998	4156	
C4039Bris	Lincoln Lyn	29/07/1957	4089	
C4040Bris	Christine Tse	3/08/1997	4047	
C4041Bris	Qi Jay	1/12/1952	4053	
C4042Bris	Stanley Dishantha	6/11/1966	4108	
C4043Bris	John Jay	21/12/1960	4036	
C4044Bris	Yuanxi Kartika	8/07/1951	4086	
C4045Bris	Julia Chan	29/06/1981	4144	
C408Bris	Ping Vipinchandra Chu	13/08/1956	4073	
C4092Bris	Nathalia Yang	26/06/1954	4065	
C4093Bris	Fang Liu	26/06/1991	4061	
C4094Bris	Justin Cheah	27/08/1996	4040	
C4095Bris	Ning Wah	6/03/1990	4144	
C4096Bris	Stanley Fraser	8/01/1953	4077	
C4097Bris	Deon Chin	14/08/1961	4108	
C4098Bris	Ying Ing	26/06/1969	4116	
C409Bris	Ta Ren Chu	15/04/1973	4134	
C40Bris	Samant Yin Ang	5/02/1992	4049	
C4100Bris	Tengteng Wei-En	2/07/1991	4034	
C4101Bris	Ryan Lyn	9/01/1991	4156	
C4102Bris	Sujono Keong	12/03/1964	4133	
C4105Bris	Irena Leong	25/11/1968	4098	
C4108Bris	Wenyue Ting	20/05/1987	4069	
C410Bris	Rui David Chu	4/11/1995	4062	
C4112Bris	Milisha Yang	27/08/1951	4074	
C4113Bris	Charles Wang	21/06/1969	4025	
C4116Bris	Andrew Koch	13/03/1957	4128	
C4118Bris	Armando William	29/05/1953	4035	
C4119Bris	Muhamad W	17/11/1961	4156	
C411Bris	Brianna Xue Chu	30/12/1999	4155	
C4121Bris	Angela Lee	18/06/1981	4153	
C4124Bris	Catherine Tze	10/05/1995	4043	
C4125Bris	Mark Nowhere	22/07/1961	4070	
C4126Bris	Bin Diep	29/06/1965	4049	
C4127Bris	Daniel Mukerjee	13/11/1951	4041	
C4128Bris	Yu-Hsiu Ho	16/12/1997	4142	
C4130Bris	Louis Charles	5/06/1954	4020	
C4138Bris	Yuxuan Fitradi	18/05/1966	4129	
C413Bris	James Guy Chua	5/10/1980	4152	
C4142Bris	Nguyen Zhu	26/03/1955	4069	
C4145Bris	Tsz Mohd	21/05/1992	4037	
C4146Bris	Phew George	1/06/1997	4046	
C4147Bris	Yeuksze Yi	27/05/1997	4026	
C4148Bris	Huan Fong	15/01/1988	4103	
C4149Bris	Marc Shi	11/01/1955	4059	
C414Bris	Anish Liu Chua	13/01/1971	4148	
C4150Bris	Barry Carrera	10/01/1955	4029	
C4151Bris	David Kit	29/07/1957	4012	
C4153Bris	Yossef Jose	21/10/1962	4026	
C4154Bris	Aurelio Yau	20/01/1988	4129	
C4155Bris	Sonny Zhao	29/05/1951	4100	
C4158Bris	Ann Ooi	2/05/1985	4010	
C415Bris	Jye Anthony Chua	23/04/1985	4083	
C4161Bris	Steven Vainshtein	9/07/1974	4095	
C4165Bris	Jennifer Christian	24/10/1959	4044	
C4166Bris	Privantha Michael	27/05/1987	4087	
C4169Bris	Jaime Jun	22/03/1970	4115	
C4171Bris	David Chui-Mei	7/08/1955	4120	
C4172Bris	Yeong James	27/10/1951	4078	
C4174Bris	Bo-Youn Chye-Hwa	28/01/1991	4006	
C4177Bris	Yen Chan	25/04/1980	4091	
C4178Bris	Richard Elizabeth	22/04/1966	4117	
C4179Bris	Wing Goh	8/11/1988	4153	
C4180Bris	Amalie Riddle	19/10/1976	4144	
C4181Bris	Matthew Nicholas	20/06/1951	4115	
C4183Bris	Teng Hemant	8/04/1959	4000	
C418Bris	Jennifer May Chuan	23/06/1995	4102	
C4191Bris	James Zhang	2/04/1964	4012	
C4195Bris	Patrick Collin	21/08/1980	4057	
C4198Bris	Leon Randall	4/12/1960	4135	
C4199Bris	Christina John	9/12/1959	4068	
C41Bris	Teng Andrew Ang	25/09/1981	4093	
C4200Bris	Siu Damelio	8/02/1960	4003	
C4201Bris	Chon Fabricio	4/05/1955	4050	
C4202Bris	Dong Kathiresan	19/06/1988	4019	
C4203Bris	Chih-Hsiung Wah	4/12/1952	4075	
C4204Bris	Thomas Liu	15/03/1966	4136	
C4206Bris	Pushan Hassan	9/03/1966	4040	
C4207Bris	Bahiyah Stuart	13/08/1999	4147	
C4208Bris	Caroline Garg	10/09/1971	4158	
C4211Bris	Hooi-Ling William	21/02/1983	4030	
C4214Bris	Theresa Sun	17/05/1996	4120	
C4218Bris	Privantha Dishantha	5/09/1988	4016	
C4219Bris	Jeremy Suresh	13/09/1997	4136	
C421Bris	Deepam Andrew Chuan	1/10/1955	4129	
C4222Bris	Mark Herszfeld	9/05/1988	4114	
C4224Bris	Urmila Anthony	30/11/1977	4133	
C4225Bris	Bill Wing	3/08/1973	4055	
C4227Bris	Jim Mordoukhaev	19/10/1989	4068	
C4230Bris	Paul Herszfeld	30/07/1960	4044	
C4231Bris	Chek Wah	28/02/1960	4016	
C4232Bris	Mohit Nguyen	27/10/1955	4095	
C4233Bris	Lily Iyer	7/02/1961	4080	
C4234Bris	Mansoor Martin	6/05/1951	4148	
C4236Bris	Wanyu Robertson	28/07/1974	4107	
C4244Bris	Jason Kesari	6/07/1977	4100	
C4248Bris	Lewis Russell	25/04/1974	4088	
C4251Bris	Vitavas Yu	26/05/1984	4118	
C4252Bris	Alex Kesari	14/11/1957	4117	
C4253Bris	Elisa Paul	29/09/1997	4103	
C4254Bris	Anisha Kai	11/12/1977	4071	
C4255Bris	Teng Anuraag	25/05/1994	4097	
C4256Bris	Anastasios Chow	28/05/1956	4100	
C4257Bris	Anastasios Yein	9/05/1978	4069	
C4259Bris	Felix Tong	7/07/1948	4115	
C425Bris	Catherine Mckenna Chuang	6/04/1954	4102	
C4260Bris	Alex Mak	22/12/1951	4156	
C4261Bris	Wen Marieta	23/02/1953	4094	
C4264Bris	Xin Ing	20/10/1958	4105	
C4267Bris	Zheng Thomas	12/01/1962	4135	
C426Bris	Louisa San Chun	1/11/1979	4153	
C4271Bris	Tural Jamil	28/10/1999	4071	
C4272Bris	Joann Kaur	16/06/1999	4026	
C4275Bris	Mark Wan	3/08/1960	4093	
C4277Bris	Yili Ng	24/04/1958	4033	
C4278Bris	Evan Lu	4/03/1951	4087	
C4280Bris	David Richard	21/12/1989	4101	
C4283Bris	Yeong Scott	30/10/1970	4018	
C4284Bris	Wai Setiawati	9/12/1970	4060	
C4285Bris	Alice Vitti	9/12/1955	4087	
C4286Bris	Amelia Kesari	11/01/1952	4115	
C4287Bris	Claudia Scott	29/08/1955	4033	
C4289Bris	Ann John	17/04/1962	4147	
C4297Bris	Jorge Gayler	30/07/1969	4155	
C429Bris	Ross Yi Chun	27/02/1960	4128	
C42Bris	Hong-Lim Michaelidis Ang	5/10/1956	4035	
C4301Bris	Shu-Ket Leung	14/02/1984	4042	
C4304Bris	Gaurav Aggarwal	18/07/1954	4087	
C4305Bris	Limelda Yein	18/01/1953	4076	
C4306Bris	Sriram Shen	27/11/1951	4006	
C4307Bris	Daniel Keina	7/10/1980	4132	
C4308Bris	Tim Punnoose	22/07/1987	4045	
C4309Bris	Daphne Fei	13/12/1998	4061	
C4310Bris	Yongchao Haq	27/03/1998	4142	
C4312Bris	Jamie Yin	23/11/1973	4099	
C4313Bris	Vitavas Tankulrat	10/04/1985	4019	
C4314Bris	Gaurav Ang	8/10/1961	4122	
C4317Bris	Brendan Rahim	9/09/1988	4126	
C431Bris	Ghislaine Yoong Chung	27/05/1984	4081	
C4320Bris	Debbie Singh	8/04/1954	4109	
C4324Bris	Ganglei Tsomaropoulos	10/07/1959	4119	
C4325Bris	Prakash Martin	15/06/1977	4064	
C4328Bris	Elizabeth Sehmbi	30/07/1985	4138	
C432Bris	Chin Wang Chung	9/02/1952	4092	
C4330Bris	Johanna John	13/03/1967	4120	
C4331Bris	Nathan Leik	18/03/1959	4121	
C4333Bris	Lachlan Wen	22/05/1972	4041	
C4336Bris	Yunfei James	1/05/1996	4156	
C4337Bris	Brett Elizabeth	26/06/1990	4015	
C4338Bris	Eli William	5/01/1988	4101	
C4339Bris	Tony Ruwin	13/08/1971	4032	
C4340Bris	Sherly Zhang	3/10/1960	4058	
C4342Bris	Benjamin Yan	4/04/1992	4066	
C434Bris	Scott Adam Chung	2/07/1953	4091	
C4350Bris	Choon Tassi	10/05/1952	4095	
C4354Bris	Alicia Beng	17/02/1953	4063	
C4357Bris	David Vun	9/04/1956	4138	
C4358Bris	Kenneth Keina	4/04/1953	4098	
C4359Bris	Winarto Kartika	6/09/2000	4000	
C4360Bris	Anhua Jennie	26/10/1970	4031	
C4361Bris	Joshua Moon	8/05/1992	4131	
C4362Bris	Brett Li	5/09/1962	4158	
C4363Bris	Zhanibek Ong	27/02/1999	4043	
C4365Bris	Wei Anthony	5/02/1994	4122	
C4366Bris	Dewi Standfield	19/04/1952	4065	
C4367Bris	Kerry Wong	10/02/1972	4005	
C4370Bris	Hong Chye-Hwa	19/07/1985	4092	
C4373Bris	Jefferson Ho	16/05/1975	4113	
C4377Bris	Vincent Kenny	4/09/1979	4082	
C4378Bris	Xavier Man	13/01/1990	4058	
C437Bris	Cassio Clive Chung	15/06/1976	4139	
C4381Bris	Sam Lim	7/07/1984	4080	
C4383Bris	Anita Wan	16/03/1964	4064	
C4384Bris	Farah Menting	28/03/1987	4022	
C4386Bris	Wenhua Sun	28/02/2000	4125	
C4389Bris	Hanson Pan	20/12/1956	4026	
C438Bris	David Ting Clouvas	15/05/1957	4139	
C4390Bris	Bryan Wei-En	20/02/1975	4056	
C4391Bris	Tou Sangsurane	28/04/1986	4114	
C4392Bris	Catherine Ming	25/11/1974	4090	
C4393Bris	Mashnul Shyen	15/02/1953	4027	
C4395Bris	Donny Thornton	15/01/1956	4068	
C439Bris	Yusuf Jain Clouvas	21/04/1989	4024	
C43Bris	Daniel Andrew Ang	9/07/1953	4076	
C4403Bris	Waleed John	30/06/1951	4123	
C4407Bris	Phillip Sie	20/08/1996	4146	
C440Bris	Muhammad Macdonald Cook	24/11/1951	4029	
C4410Bris	Megan Ching	11/07/2000	4123	
C4411Bris	Thanh Steven	25/11/1958	4049	
C4412Bris	Danni Pagatpatan	26/03/1982	4080	
C4413Bris	Thomas Hwei	6/10/1951	4001	
C4414Bris	Ankur Gong	30/08/1968	4008	
C4415Bris	Ta Alexander	7/03/1954	4093	
C4416Bris	Yunlong Dianne	24/01/1957	4059	
C4418Bris	Peter Wong	15/06/1988	4130	
C4419Bris	Wael Sydney	5/04/1962	4025	
C441Bris	Arun Yewchenk Costa	9/11/1949	4050	
C4420Bris	Steven Halim	3/07/1963	4144	
C4423Bris	Cho Robindra	4/11/1966	4019	
C4426Bris	Sandy Qu	1/03/1998	4054	
C4430Bris	Shuangchao Ang	17/07/1952	4013	
C4431Bris	Marlene Xu	15/09/1973	4142	
C4434Bris	Vitavas Nensi	25/08/1989	4141	
C4436Bris	Teng Cheng	20/10/1951	4070	
C4437Bris	Gangani Kian	16/12/1956	4041	
C4439Bris	Jackie Sanjaya	20/12/1983	4008	
C443Bris	Yuxuan Matthew Costa	19/02/1992	4108	
C4442Bris	Victoria Chia	12/01/1963	4129	
C4443Bris	Stefanus Wilfrid	10/03/1986	4019	
C4444Bris	Su-Yi Guy	2/01/1953	4034	
C4445Bris	Mun C	2/05/1952	4085	
C4446Bris	Patrick Chi	18/11/1994	4009	
C4448Bris	Shenn Jennie	12/02/2000	4134	
C4456Bris	Michael Nguyen	19/08/1982	4056	
C4460Bris	Anela Fernanda	6/03/1981	4147	
C4463Bris	Sandy John	19/05/1985	4010	
C4464Bris	Ka James	4/04/1983	4049	
C4465Bris	Kennis Xiaohui	8/04/1996	4080	
C4466Bris	Kam DAmbrosio	13/10/1956	4111	
C4467Bris	Matthew Holmes	16/12/1959	4012	
C4468Bris	Chung Chiu	25/05/1993	4007	
C4469Bris	Craig Zhang	19/09/1952	4038	
C4471Bris	David Anggoro	7/05/1987	4011	
C4472Bris	Milisha J	19/02/1958	4119	
C4473Bris	Sherly Hong	12/05/1998	4141	
C4476Bris	Yifei Lam	25/11/1998	4066	
C4479Bris	Salman Yin	21/02/1974	4050	
C4483Bris	Boon Zeng	9/10/1995	4147	
C4484Bris	James Kwok	19/04/1957	4095	
C4487Bris	Meghan Zhang	24/04/1950	4109	
C4489Bris	Ming Robindra	29/01/1961	4075	
C4490Bris	Soo Bandi	10/12/1973	4036	
C4492Bris	Anthony Ho	9/03/1980	4010	
C4495Bris	Jye Qu	9/01/1959	4013	
C4496Bris	Zheo James	7/02/1997	4101	
C4497Bris	Christina Gong	23/10/1999	4104	
C4498Bris	Hanny Thomas	30/05/1961	4034	
C4499Bris	Tong Ali	4/10/1951	4096	
C44Bris	Hock Lee Anggoro	12/02/1952	4122	
C4501Bris	Li Jane	3/03/2000	4103	
C4509Bris	Pongphat Chauhan	27/10/1970	4102	
C4513Bris	Nathan A	8/06/1959	4107	
C4516Bris	Sim Khan	23/05/1973	4070	
C4517Bris	Thomas Ngeow	11/10/1975	4118	
C4518Bris	Dean Saa	29/05/1973	4043	
C4519Bris	Kalyan Barnes	13/04/1992	4063	
C451Bris	Jinming Kian Crosling	18/10/1957	4145	
C4520Bris	Thai Katherine	20/06/1968	4025	
C4521Bris	Yun Mark	25/02/1957	4033	
C4522Bris	Michael Geoffrey	4/02/1968	4044	
C4524Bris	Sam Phaik	26/07/1997	4114	
C4525Bris	Kap Cheong	4/07/1999	4090	
C4526Bris	Man Chung	13/03/1984	4009	
C4529Bris	Tianqi Marie	10/06/1958	4158	
C4532Bris	Hock Wong	14/01/1973	4053	
C4536Bris	Binh John	30/12/1955	4144	
C4537Bris	Ruichen Salinas	18/09/1972	4034	
C4540Bris	Mei Wilmot	18/10/1953	4085	
C4542Bris	Rusol Wong	23/05/1956	4030	
C4543Bris	Wing Sankranti	5/10/1965	4019	
C4545Bris	Robert Septina	7/05/1975	4104	
C4548Bris	Ching Lim	4/10/1996	4005	
C4549Bris	Zeyu Wai	27/12/1953	4012	
C4550Bris	Gunawan Teik	12/11/1951	4062	
C4551Bris	Nga Koh	17/12/1992	4020	
C4552Bris	Yue Li	5/04/1953	4030	
C4554Bris	James Moor	23/12/1954	4135	
C455Bris	Audie Standfield Da	31/05/1958	4151	
C4562Bris	Jeremy Luke	29/09/1994	4076	
C4566Bris	Jennifer Shyen	9/04/1994	4117	
C4569Bris	Vyshakh Hoon	20/10/1959	4085	
C4570Bris	Wei Shen-Han	3/04/1953	4069	
C4571Bris	Julian Paul	8/08/1952	4132	
C4572Bris	Pou Chi-Nga	3/03/1999	4139	
C4573Bris	Jaime Hollingworth	25/03/1955	4017	
C4574Bris	Yin Jin	4/05/1998	4031	
C4575Bris	Shu-Ket Danbo	15/06/1995	4059	
C4577Bris	Suhrid John	22/12/1948	4140	
C4578Bris	Alvin Leo	22/10/1958	4029	
C4579Bris	Aravind Ren	23/06/1970	4094	
C4582Bris	Hock Sehmbi	5/05/1993	4083	
C4585Bris	Stefanus Triswardono	27/03/1966	4076	
C4589Bris	Yu Tse	21/04/1979	4126	
C458Bris	Wanyu Ng Dalton	17/10/1984	4095	
C4590Bris	Aurelio Boon	26/08/1975	4131	
C4593Bris	Perren Robert	17/09/1964	4153	
C4595Bris	Jono Kooy	27/02/1958	4127	
C4596Bris	Audie Andrew	18/08/1988	4068	
C4598Bris	Matthew Wai	10/11/1984	4101	
C459Bris	Hani Shea Dalton	29/06/1998	4064	
C45Bris	Shaun Raimi Anggoro	13/01/1957	4069	
C4601Bris	Su-Yee Heng	12/02/1996	4015	
C4602Bris	Alvina Hsia	24/11/1987	4016	
C4603Bris	Christopher Loh	18/03/1955	4069	
C4604Bris	Arnab Tong	10/06/1995	4104	
C4605Bris	Pou Siok	22/02/2000	4081	
C4607Bris	Audrey Vainshtein	24/01/1984	4037	
C460Bris	Su-Yi Carrion Daniel	4/01/1988	4122	
C4615Bris	Senjie Charles	22/08/1984	4120	
C4619Bris	John Suresh	21/01/1999	4065	
C461Bris	Hwa Dianne Daniel	8/11/1967	4075	
C4622Bris	Trong Gelfand	26/11/1984	4058	
C4623Bris	Aurelio Devidas	24/01/1997	4036	
C4624Bris	Jason Widjaja	24/03/1997	4023	
C4625Bris	Meera Danbo	26/08/1959	4049	
C4626Bris	Neha Kei	26/11/1953	4135	
C4627Bris	Jay Lok	22/10/1967	4059	
C4628Bris	Oliver Wang	29/11/1995	4045	
C462Bris	Sze Thao Daniel	10/09/1949	4144	
C4630Bris	Rusol Kumala	30/03/1956	4020	
C4631Bris	Fiona Shin	18/08/1957	4029	
C4632Bris	Shan Yeung	11/01/1956	4081	
C4635Bris	Hani Hoon	15/12/1962	4028	
C4638Bris	Serey Macdonald	15/02/1964	4087	
C463Bris	Amran Chek Daniel	15/04/1967	4143	
C4642Bris	Kennis Vun	13/01/1971	4070	
C4643Bris	Mark Kloves	29/07/1955	4045	
C4646Bris	Hendry James	26/12/1996	4029	
C4648Bris	Sok Jin	26/02/1995	4117	
C4649Bris	Chi Yu	1/11/1982	4089	
C464Bris	Dinni Cheng Daniel	20/10/1989	4151	
C4651Bris	Senjie Sorrell	28/03/1998	4131	
C4654Bris	Emine Mann	12/07/1960	4028	
C4655Bris	Rui Martinez	16/03/1952	4029	
C4656Bris	Eugene Spence-Pearse	4/11/1987	4026	
C4657Bris	Nathan Brown	2/01/1953	4028	
C4658Bris	Sreenath Carrion	5/11/1954	4141	
C4660Bris	Prakash Malo	12/07/1969	4097	
C4668Bris	Sumeet Overell	23/07/1975	4150	
C466Bris	Pee Vainshtein Daniel	24/12/1970	4075	
C4672Bris	Anthony Albina	22/05/1964	4033	
C4675Bris	Tou Zhao	15/09/1987	4084	
C4676Bris	Lily Sydney	6/07/1991	4035	
C4677Bris	Samant Jimenez	2/05/1961	4134	
C4678Bris	Sriram John	9/03/1951	4096	
C4679Bris	Hok Lam	17/11/1983	4085	
C467Bris	Mansoor Andrew Daniel	5/11/2000	4141	
C4680Bris	Keat Zhou	5/01/1953	4136	
C4681Bris	Ying Cameron	13/06/1966	4139	
C4683Bris	John Law	17/03/1981	4136	
C4684Bris	Leo Chow	28/09/1964	4037	
C4685Bris	Cheok Chung	11/04/1975	4059	
C4688Bris	Irma Yarwood	29/08/1975	4110	
C468Bris	Ryan Collin Daniel	2/09/1984	4085	
C4691Bris	Vanessa-Cam Tang	21/06/1988	4037	
C4695Bris	Maha Mukerjee	26/05/1949	4081	
C4696Bris	Andrea William	28/03/1996	4066	
C4699Bris	Sarah Ho	2/05/1982	4115	
C4701Bris	Pushan Chuang	16/03/1954	4002	
C4702Bris	Andrea Xuan	21/05/1953	4090	
C4704Bris	Darina Macdonald	5/11/1958	4109	
C4707Bris	Yue Phong	17/11/1988	4098	
C4708Bris	Heen Mehl	9/12/1953	4024	
C4709Bris	Jack John	2/07/1955	4121	
C4710Bris	Jikang Joanne	13/10/2000	4141	
C4711Bris	Timothy Ruwin	11/12/1985	4057	
C4713Bris	Bree Paul	10/11/1984	4107	
C471Bris	Kap Mccleary Daniel	4/04/1992	4034	
C4721Bris	Brett Wei	26/04/1959	4004	
C4725Bris	Bernadette Mary	28/12/1996	4003	
C4728Bris	Lewis Rusli	14/10/1976	4020	
C4729Bris	Jason Anthony	5/12/1976	4153	
C4730Bris	Chee Chieh	21/11/1961	4051	
C4731Bris	Bahiyah Raso	15/05/1956	4097	
C4732Bris	Chieh Hun	10/07/1976	4056	
C4733Bris	Nigel Brian	29/09/1973	4005	
C4734Bris	Tony Liu	28/07/1971	4046	
C4736Bris	Nathan Fook	22/06/1963	4097	
C4737Bris	Irena Kong	9/07/2000	4109	
C4738Bris	Santiago Chui-Mei	21/06/1961	4109	
C4741Bris	Lu Anthony	29/04/1972	4077	
C4744Bris	Rogine Nensi	25/11/1979	4057	
C4748Bris	Manuja Moon	12/01/1955	4004	
C4749Bris	Vitavas Kuong	20/06/1957	4027	
C474Bris	Anish Lorenzo Daniel	8/07/1980	4139	
C4752Bris	Lily Hoo	8/02/1951	4070	
C4754Bris	Sijing Anggoro	2/08/1969	4002	
C4755Bris	Weijia Lam	27/08/1960	4098	
C4757Bris	Mayumi Chye-Hwa	12/04/1954	4047	
C4760Bris	Jennifer Tang	14/08/1955	4079	
C4761Bris	Andrea Payne	21/04/1959	4075	
C4762Bris	Emanuela Crosling	5/06/1999	4134	
C4763Bris	Md Keung	10/08/1999	4049	
C4764Bris	Thai William	1/10/1983	4053	
C4766Bris	Clarence Radcliffe	9/05/1965	4088	
C4774Bris	Sarah Ann-Lin	3/11/1955	4153	
C4778Bris	Hwa Syah	16/02/1953	4083	
C4781Bris	Vyshakh Geoffrey	14/10/1997	4009	
C4782Bris	Scott Pongpaitoon	2/01/1958	4135	
C4783Bris	Leo Jimenez	4/12/1966	4115	
C4784Bris	Enamul Stewart	14/11/1994	4131	
C4785Bris	Karen Michaelidis	18/06/1977	4080	
C4786Bris	Fei Bandi	27/08/1971	4062	
C4787Bris	Ting Ruan	24/03/1993	4034	
